exp_id	model_key	window	stride	weight_mode	data_jsonl	model_dir	n_windows	variant	threshold	bp_tp	bp_fp	bp_fn	bp_tn	bp_precision	bp_recall	bp_f1	bp_positive_rate_true	bp_positive_rate_pred	bp_n	true_segments	pred_segments	segment_tp	segment_fp	segment_fn	segment_precision_iou50	segment_recall_iou50	segment_f1_iou50	mean_matched_iou	boundary_precision_100bp	boundary_recall_100bp	boundary_f1_100bp	median_boundary_error_bp	mean_pred_fragments_per_true_te	median_pred_fragments_per_true_te	split_true_te_rate	missed_true_te_rate	pred_short_fragment_rate	mean_pred_segment_len	chrom	path	threshold_dir
PIPE-TEFM-REPAIR-20260618	generanno	4096	2048	triangular	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	3600	hmm_penalty2	0.4	3478038.0	233476.0	222082.0	3441252.0	0.9370941346307733	0.9399797844394235	0.9385347414618693	0.5017215270063872	0.5032665080012496	7374848.0	10744.0	9245.0	7335.0	1910.0	3409.0	0.7934018388318008	0.6827066269545793	0.7339036470058533	0.8829866331302895	0.6682531097890752	0.5750186150409531	0.618139976987343	4.5	0.9899478778853313	1.0	0.04560685033507074	0.06366344005956813	0.09378042184964847	401.46176311519747	WEIGHTED_MEAN	reports/tefm_repair/PIPE-TEFM-REPAIR-20260618/segment_threshold/thr_0.4/summary_w4096_s2048.tsv	thr_0.4
PIPE-TEFM-REPAIR-20260618	generanno	4096	2048	triangular	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	3600	crf_style_penalty4	0.4	3478746.0	234676.0	221374.0	3440052.0	0.9368033043376164	0.9401711295849864	0.9384841955437765	0.5017215270063872	0.5035252251978617	7374848.0	10744.0	8796.0	7096.0	1700.0	3648.0	0.8067303319690768	0.6604616530156366	0.7263050153531219	0.8816278119225164	0.6756480218281037	0.5531459419210722	0.6082906857727738	4.5	0.9762658227848101	1.0	0.035461653015636634	0.06543186895011169	0.07628467485220555	422.1716689404275	WEIGHTED_MEAN	reports/tefm_repair/PIPE-TEFM-REPAIR-20260618/segment_threshold/thr_0.4/summary_w4096_s2048.tsv	thr_0.4
PIPE-TEFM-REPAIR-20260618	generanno	4096	2048	triangular	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	3600	raw_threshold	0.45	3486006.0	247067.0	214114.0	3427661.0	0.9338167241840704	0.9421332281115207	0.9379565416907646	0.5017215270063872	0.5061898224885448	7374848.0	10744.0	21283.0	7736.0	13547.0	3008.0	0.3634825917398863	0.720029784065525	0.48309239079526656	0.8849964357262993	0.309166940750834	0.6124348473566642	0.41090330034033784	4.5	1.412788533134773	1.0	0.15813477289650038	0.0578927773641102	0.5839872198468261	175.40163510783253	WEIGHTED_MEAN	reports/tefm_repair/PIPE-TEFM-REPAIR-20260618/segment_threshold/thr_0.45/summary_w4096_s2048.tsv	thr_0.45
PIPE-TEFM-REPAIR-20260618	generanno	4096	2048	triangular	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	3600	gap50_min80	0.45	3501596.0	305087.0	198524.0	3369641.0	0.9198548972950992	0.9463466049749739	0.9329127193027446	0.5017215270063872	0.5161710451523882	7374848.0	10744.0	6278.0	4839.0	1439.0	5905.0	0.770786874800892	0.4503909158600149	0.5685583362707085	0.857373166347913	0.5892003822873526	0.34428518242740136	0.4346140289037716	7.5	0.931403574087863	1.0	0.008842144452717795	0.0781831720029784	0.0	606.3528193692258	WEIGHTED_MEAN	reports/tefm_repair/PIPE-TEFM-REPAIR-20260618/segment_threshold/thr_0.45/summary_w4096_s2048.tsv	thr_0.45
PIPE-TEFM-REPAIR-20260618	generanno	4096	2048	triangular	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	3600	gap100_min100	0.45	3512431.0	389548.0	187689.0	3285180.0	0.9001665565088894	0.9492748883819985	0.924068734174601	0.5017215270063872	0.5290928029974312	7374848.0	10744.0	4990.0	3490.0	1500.0	7254.0	0.6993987975951904	0.3248324646314222	0.4436252701156731	0.8453185678237172	0.5004008016032064	0.23240878629932984	0.31740180500826237	9.0	0.9231198808637379	1.0	0.0034437825763216677	0.08088235294117647	0.0	781.9597194388779	WEIGHTED_MEAN	reports/tefm_repair/PIPE-TEFM-REPAIR-20260618/segment_threshold/thr_0.45/summary_w4096_s2048.tsv	thr_0.45
PIPE-TEFM-REPAIR-20260618	generanno	4096	2048	triangular	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	3600	gap200_min100	0.45	3545879.0	589800.0	154241.0	3084928.0	0.8573873842723286	0.9583145952023178	0.9050459308616772	0.5017215270063872	0.5607815917019577	7374848.0	10744.0	3697.0	2137.0	1560.0	8607.0	0.5780362456045443	0.19890171258376768	0.29596288345682437	0.8294373352218471	0.3868001081958345	0.13309754281459418	0.19804722664635407	10.5	0.9354988830975428	1.0	0.0013030528667163069	0.0661764705882353	0.0	1118.6581011631051	WEIGHTED_MEAN	reports/tefm_repair/PIPE-TEFM-REPAIR-20260618/segment_threshold/thr_0.45/summary_w4096_s2048.tsv	thr_0.45
PIPE-TEFM-REPAIR-20260618	generanno	4096	2048	triangular	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	3600	hmm_penalty2	0.45	3478038.0	233476.0	222082.0	3441252.0	0.9370941346307733	0.9399797844394235	0.9385347414618693	0.5017215270063872	0.5032665080012496	7374848.0	10744.0	9245.0	7335.0	1910.0	3409.0	0.7934018388318008	0.6827066269545793	0.7339036470058533	0.8829866331302895	0.6682531097890752	0.5750186150409531	0.618139976987343	4.5	0.9899478778853313	1.0	0.04560685033507074	0.06366344005956813	0.09378042184964847	401.46176311519747	WEIGHTED_MEAN	reports/tefm_repair/PIPE-TEFM-REPAIR-20260618/segment_threshold/thr_0.45/summary_w4096_s2048.tsv	thr_0.45
PIPE-TEFM-REPAIR-20260618	generanno	4096	2048	triangular	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	3600	crf_style_penalty4	0.45	3478746.0	234676.0	221374.0	3440052.0	0.9368033043376164	0.9401711295849864	0.9384841955437765	0.5017215270063872	0.5035252251978617	7374848.0	10744.0	8796.0	7096.0	1700.0	3648.0	0.8067303319690768	0.6604616530156366	0.7263050153531219	0.8816278119225164	0.6756480218281037	0.5531459419210722	0.6082906857727738	4.5	0.9762658227848101	1.0	0.035461653015636634	0.06543186895011169	0.07628467485220555	422.1716689404275	WEIGHTED_MEAN	reports/tefm_repair/PIPE-TEFM-REPAIR-20260618/segment_threshold/thr_0.45/summary_w4096_s2048.tsv	thr_0.45
PIPE-TEFM-REPAIR-20260618	generanno	4096	2048	triangular	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	3600	raw_threshold	0.5	3476413.0	232373.0	223707.0	3442355.0	0.937345266078981	0.9395406094937462	0.9384416538690057	0.5017215270063872	0.502896602072341	7374848.0	10744.0	21487.0	7844.0	13643.0	2900.0	0.3650579420114488	0.7300819061801936	0.4867363718159537	0.886554173555412	0.31144412900823754	0.6228592702903947	0.4152523967608823	4.0	1.4334512285927028	1.0	0.17190990320178703	0.060405807892777365	0.5837948527016336	172.6060408619165	WEIGHTED_MEAN	reports/tefm_repair/PIPE-TEFM-REPAIR-20260618/segment_threshold/thr_0.5/summary_w4096_s2048.tsv	thr_0.5
PIPE-TEFM-REPAIR-20260618	generanno	4096	2048	triangular	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	3600	gap50_min80	0.5	3492915.0	289929.0	207205.0	3384799.0	0.9233568711794619	0.9440004648497886	0.9335645607809953	0.5017215270063872	0.5129385717509025	7374848.0	10744.0	6323.0	4892.0	1431.0	5852.0	0.7736833781432864	0.45532390171258375	0.573270053319271	0.8582309940581185	0.5927566028783805	0.3488458674609084	0.4392101716763344	7.0	0.9289836187639613	1.0	0.009307520476545048	0.08106850335070737	0.0	598.2672781907322	WEIGHTED_MEAN	reports/tefm_repair/PIPE-TEFM-REPAIR-20260618/segment_threshold/thr_0.5/summary_w4096_s2048.tsv	thr_0.5
PIPE-TEFM-REPAIR-20260618	generanno	4096	2048	triangular	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	3600	gap100_min100	0.5	3505243.0	374597.0	194877.0	3300131.0	0.9034504000164956	0.9473322486838265	0.9248711074992481	0.5017215270063872	0.5260908428214385	7374848.0	10744.0	5018.0	3538.0	1480.0	7206.0	0.7050617776006377	0.3293000744601638	0.44892780104047697	0.8472083934049257	0.5059784774810682	0.23631794489947877	0.3221672376601954	9.0	0.9196760982874163	1.0	0.003536857781087118	0.08413998510796723	0.0	773.1845356715824	WEIGHTED_MEAN	reports/tefm_repair/PIPE-TEFM-REPAIR-20260618/segment_threshold/thr_0.5/summary_w4096_s2048.tsv	thr_0.5
PIPE-TEFM-REPAIR-20260618	generanno	4096	2048	triangular	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	3600	gap200_min100	0.5	3539781.0	574378.0	160339.0	3100350.0	0.8603899363150525	0.956666540544631	0.9059776340210018	0.5017215270063872	0.5578635654592474	7374848.0	10744.0	3722.0	2167.0	1555.0	8577.0	0.5822138635142396	0.2016939687267312	0.2995990598645099	0.8299654230516891	0.3895754970445997	0.1349590469099032	0.20047006774505735	10.5	0.9329858525688757	1.0	0.0012099776619508562	0.0684102755026061	0.0	1105.3624395486297	WEIGHTED_MEAN	reports/tefm_repair/PIPE-TEFM-REPAIR-20260618/segment_threshold/thr_0.5/summary_w4096_s2048.tsv	thr_0.5
PIPE-TEFM-REPAIR-20260618	generanno	4096	2048	triangular	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	3600	hmm_penalty2	0.5	3478038.0	233476.0	222082.0	3441252.0	0.9370941346307733	0.9399797844394235	0.9385347414618693	0.5017215270063872	0.5032665080012496	7374848.0	10744.0	9245.0	7335.0	1910.0	3409.0	0.7934018388318008	0.6827066269545793	0.7339036470058533	0.8829866331302895	0.6682531097890752	0.5750186150409531	0.618139976987343	4.5	0.9899478778853313	1.0	0.04560685033507074	0.06366344005956813	0.09378042184964847	401.46176311519747	WEIGHTED_MEAN	reports/tefm_repair/PIPE-TEFM-REPAIR-20260618/segment_threshold/thr_0.5/summary_w4096_s2048.tsv	thr_0.5
PIPE-TEFM-REPAIR-20260618	generanno	4096	2048	triangular	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	3600	crf_style_penalty4	0.5	3478746.0	234676.0	221374.0	3440052.0	0.9368033043376164	0.9401711295849864	0.9384841955437765	0.5017215270063872	0.5035252251978617	7374848.0	10744.0	8796.0	7096.0	1700.0	3648.0	0.8067303319690768	0.6604616530156366	0.7263050153531219	0.8816278119225164	0.6756480218281037	0.5531459419210722	0.6082906857727738	4.5	0.9762658227848101	1.0	0.035461653015636634	0.06543186895011169	0.07628467485220555	422.1716689404275	WEIGHTED_MEAN	reports/tefm_repair/PIPE-TEFM-REPAIR-20260618/segment_threshold/thr_0.5/summary_w4096_s2048.tsv	thr_0.5
PIPE-TEFM-REPAIR-20260618	generanno	4096	2048	triangular	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	3600	raw_threshold	0.55	3466425.0	218559.0	233695.0	3456169.0	0.9406892947160692	0.9368412375814839	0.9387613227924752	0.5017215270063872	0.49966914572341015	7374848.0	10744.0	21790.0	7914.0	13876.0	2830.0	0.36319412574575494	0.7365971705137752	0.48650642404868755	0.8879201394914911	0.31110601193207893	0.6309568131049889	0.41673326366262986	4.0	1.4612807148175726	1.0	0.1823343261355175	0.06180193596425912	0.5871959614502065	169.11353832033043	WEIGHTED_MEAN	reports/tefm_repair/PIPE-TEFM-REPAIR-20260618/segment_threshold/thr_0.55/summary_w4096_s2048.tsv	thr_0.55
PIPE-TEFM-REPAIR-20260618	generanno	4096	2048	triangular	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	3600	gap50_min80	0.55	3483707.0	275190.0	216413.0	3399538.0	0.9267896938915857	0.9415118969114515	0.934092789974872	0.5017215270063872	0.5096914539797973	7374848.0	10744.0	6375.0	4950.0	1425.0	5794.0	0.7764705882352941	0.4607222635889799	0.578304807523804	0.8598847599523071	0.5984313725490196	0.3550819061801936	0.44570360418248733	7.0	0.9271221146686522	1.0	0.010238272524199553	0.08395383469843634	0.0	589.6309019607843	WEIGHTED_MEAN	reports/tefm_repair/PIPE-TEFM-REPAIR-20260618/segment_threshold/thr_0.55/summary_w4096_s2048.tsv	thr_0.55
PIPE-TEFM-REPAIR-20260618	generanno	4096	2048	triangular	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	3600	gap100_min100	0.55	3497211.0	361340.0	202909.0	3313388.0	0.9063534471878174	0.9451615082754072	0.9253507660275199	0.5017215270063872	0.5232041392581922	7374848.0	10744.0	5029.0	3555.0	1474.0	7189.0	0.7068999801153311	0.33088235294117646	0.45077030368350984	0.8484261879418157	0.509246371047922	0.2383655994043187	0.32473213719647503	8.5	0.9170699925539836	1.0	0.003629932985852569	0.08702531645569621	0.0	767.2600914694771	WEIGHTED_MEAN	reports/tefm_repair/PIPE-TEFM-REPAIR-20260618/segment_threshold/thr_0.55/summary_w4096_s2048.tsv	thr_0.55
PIPE-TEFM-REPAIR-20260618	generanno	4096	2048	triangular	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	3600	gap200_min100	0.55	3534275.0	559635.0	165845.0	3115093.0	0.86330060993036	0.9551784806979234	0.906918500442005	0.5017215270063872	0.5551178817515968	7374848.0	10744.0	3747.0	2198.0	1549.0	8546.0	0.5866026154256738	0.20457930007446015	0.3033607066455041	0.8298289850029079	0.392580731251668	0.13691362620997766	0.2030225657304534	11.0	0.931403574087863	1.0	0.0012099776619508562	0.07017870439314966	0.0	1092.583400053376	WEIGHTED_MEAN	reports/tefm_repair/PIPE-TEFM-REPAIR-20260618/segment_threshold/thr_0.55/summary_w4096_s2048.tsv	thr_0.55
PIPE-TEFM-REPAIR-20260618	generanno	4096	2048	triangular	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	3600	hmm_penalty2	0.55	3478038.0	233476.0	222082.0	3441252.0	0.9370941346307733	0.9399797844394235	0.9385347414618693	0.5017215270063872	0.5032665080012496	7374848.0	10744.0	9245.0	7335.0	1910.0	3409.0	0.7934018388318008	0.6827066269545793	0.7339036470058533	0.8829866331302895	0.6682531097890752	0.5750186150409531	0.618139976987343	4.5	0.9899478778853313	1.0	0.04560685033507074	0.06366344005956813	0.09378042184964847	401.46176311519747	WEIGHTED_MEAN	reports/tefm_repair/PIPE-TEFM-REPAIR-20260618/segment_threshold/thr_0.55/summary_w4096_s2048.tsv	thr_0.55
